Age,City/PIN,IncomeBracket,HouseholdSize,OrderFreq,TypicalSpend,PrimaryMotivation,DietPattern,Allergies,NutritionImportance,BasketCombineInterest,HotSyncValue,PreferredDeliveryTier,ExtraFeeExpress,EcoSaverLikelihood_GreenCoins,LowCarbonPackagingImportance,ReturnPouch,BundleDealInterest,PreferredIncentives,AccessibilityFeatures,PainPoints,AdoptionLikelihood_30d
37,Chennai,25-50k,1,1-2/wk,91,Convenience,Vegetarian,Peanuts,2,5,2,Express Fresh,64,3,3,Yes,3,Streak cashback,Larger text/UI,"Confusing UI,High fees",2
28,Delhi,75-100k,3,3-5/wk,436,Convenience,Calorie-controlled,None,3,4,4,Eco-Saver,0,5,5,Yes,3,"Carbon-offset badges,Surprise free items,Streak cashback",None,High fees,5
30,Jaipur,75-100k,3,<1/mo,220,Other,None,None,5,3,3,Express Fresh,117,3,4,Yes,3,"Streak cashback,Carbon-offset badges",Color-blind palette,"Confusing UI,High fees,Sustainability concerns",3
26,Lucknow,25-50k,5,3-5/wk,163,Time constraints,Vegan,None,3,5,4,Express Fresh,74,4,5,Yes,1,"Carbon-offset badges,Targeted discounts,Surprise free items",Color-blind palette,Confusing UI,3
28,Pune,25-50k,3,1-3/mo,162,Other,None,"Gluten,Dairy",4,4,3,Depends,0,3,4,Yes,1,None of these,Color-blind palette,"High fees,Cold food",5
35,Pune,>100k,5,1-3/mo,266,Variety,Vegetarian,None,3,3,5,Eco-Saver,0,3,3,Yes,4,Carbon-offset badges,"Color-blind palette,Larger text/UI","High fees,Confusing UI,Sustainability concerns",3
28,Jaipur,75-100k,2,1-2/wk,1188,Other,Calorie-controlled,None,3,5,3,Express Fresh,114,2,3,Yes,3,None of these,None,"High fees,Late deliveries,Limited healthy options",3
18,Delhi,>100k,3,<1/mo,345,Health meals,Vegan,None,3,3,5,Depends,0,2,3,No,3,"Carbon-offset badges,Streak cashback,Targeted discounts",None,"High fees,Late deliveries,Sustainability concerns",1
42,Pune,50-75k,4,3-5/wk,184,Convenience,Calorie-controlled,None,4,3,4,Express Fresh,53,4,4,Yes,4,"Targeted discounts,Streak cashback","Courier empathy rating,Color-blind palette","High fees,Limited healthy options",4
33,Kolkata,<25k,4,3-5/wk,92,Variety,Vegetarian,None,4,1,2,Express Fresh,74,3,1,No,3,None of these,None,Cold food,4
43,Lucknow,75-100k,2,1-3/mo,211,Variety,None,None,3,3,3,Depends,0,4,2,Yes,3,Streak cashback,Color-blind palette,Confusing UI,2
25,Delhi,75-100k,1,1-2/wk,160,Health meals,Vegetarian,None,2,2,5,Depends,0,5,4,Yes,4,None of these,None,"Sustainability concerns,High fees,Cold food",2
18,Ahmedabad,25-50k,2,1-2/wk,108,Health meals,Vegetarian,"Peanuts,Dairy",2,5,5,Express Fresh,80,2,3,Yes,4,Streak cashback,Voice-first ordering,Sustainability concerns,2
29,Bengaluru,75-100k,3,1-3/mo,254,Health meals,None,Shellfish,4,4,3,Express Fresh,112,5,4,No,3,"Streak cashback,Surprise free items",Larger text/UI,"Late deliveries,Sustainability concerns,Limited healthy options",4
38,Pune,25-50k,1,<1/mo,111,Health meals,None,None,3,3,3,Express Fresh,91,4,4,Yes,3,"Surprise free items,Carbon-offset badges",Courier empathy rating,"Late deliveries,Cold food",4
18,Kolkata,75-100k,1,>5/wk,418,Convenience,None,None,3,3,4,Eco-Saver,0,2,4,Yes,2,"Targeted discounts,Surprise free items","Larger text/UI,Courier empathy rating",Sustainability concerns,2
26,Ahmedabad,<25k,6,3-5/wk,100,Other,Vegetarian,None,4,4,3,Depends,0,4,4,No,3,"Carbon-offset badges,Streak cashback,Targeted discounts","Color-blind palette,Larger text/UI","High fees,Late deliveries,Confusing UI",5
39,Delhi,50-75k,7,1-2/wk,197,Convenience,None,None,3,5,5,Eco-Saver,0,4,3,Yes,3,"Streak cashback,Surprise free items,Targeted discounts","Larger text/UI,Courier empathy rating","Cold food,Late deliveries",3
18,Kolkata,25-50k,2,1-2/wk,215,Time constraints,Vegetarian,"Soy,Shellfish",4,5,3,Express Fresh,66,2,4,Yes,4,Streak cashback,"Color-blind palette,Voice-first ordering","Late deliveries,High fees,Sustainability concerns",5
27,Ahmedabad,>100k,3,<1/mo,216,Health meals,Vegan,None,3,2,3,Eco-Saver,0,2,3,Yes,4,"Surprise free items,Streak cashback,Carbon-offset badges",None,None,3
26,Jaipur,50-75k,2,1-2/wk,188,Other,None,Shellfish,4,3,4,Express Fresh,30,5,4,Yes,2,"Carbon-offset badges,Targeted discounts,Streak cashback",Color-blind palette,"Cold food,Late deliveries",4
29,Mumbai,25-50k,1,1-2/wk,195,Other,Calorie-controlled,Gluten,4,3,4,Express Fresh,60,3,4,Yes,3,"Streak cashback,Surprise free items,Carbon-offset badges","Color-blind palette,Courier empathy rating","Cold food,Late deliveries,High fees",3
43,Pune,25-50k,4,3-5/wk,240,Other,Other,None,1,2,5,Express Fresh,11,3,4,No,5,"Surprise free items,Carbon-offset badges,Targeted discounts",Larger text/UI,"Confusing UI,Limited healthy options",2
28,Jaipur,50-75k,1,>5/wk,258,Convenience,None,None,4,5,4,Eco-Saver,0,4,2,Yes,1,None of these,"Courier empathy rating,Color-blind palette","High fees,Late deliveries",5
21,Bengaluru,50-75k,2,1-3/mo,304,Variety,Calorie-controlled,"Soy,Peanuts",4,2,5,Express Fresh,109,4,2,Yes,4,"Streak cashback,Targeted discounts","Courier empathy rating,Larger text/UI","Cold food,Late deliveries",2
49,Bengaluru,25-50k,2,1-3/mo,137,Time constraints,None,Gluten,2,2,3,Express Fresh,41,4,3,No,2,"Carbon-offset badges,Targeted discounts,Streak cashback",Color-blind palette,"High fees,Sustainability concerns",1
32,Ahmedabad,<25k,4,1-3/mo,58,Health meals,None,None,5,3,3,Depends,0,3,4,Yes,3,Targeted discounts,Color-blind palette,None,4
26,Pune,25-50k,2,1-2/wk,119,Convenience,None,None,4,4,2,Depends,0,5,4,Yes,2,"Surprise free items,Carbon-offset badges",Larger text/UI,"Late deliveries,Sustainability concerns",5
28,Jaipur,50-75k,2,3-5/wk,173,Variety,Keto,None,4,4,3,Express Fresh,60,4,3,No,2,Carbon-offset badges,None,None,4
30,Hyderabad,50-75k,3,>5/wk,145,Health meals,None,None,1,3,2,Eco-Saver,0,1,3,Yes,1,Surprise free items,None,Cold food,1
33,Chennai,75-100k,3,<1/mo,288,Other,High-protein,"Soy,Gluten",4,4,2,Depends,0,2,4,Yes,3,None of these,None,Sustainability concerns,5
44,Kolkata,<25k,2,<1/mo,125,Convenience,Vegan,None,3,4,4,Express Fresh,8,3,4,Yes,4,None of these,None,"Late deliveries,High fees",3
28,Pune,>100k,4,1-3/mo,240,Variety,Calorie-controlled,Gluten,4,4,4,Eco-Saver,0,2,2,Yes,4,"Streak cashback,Targeted discounts,Surprise free items",None,"Limited healthy options,Cold food",3
29,Jaipur,>100k,2,3-5/wk,255,Variety,None,Soy,4,3,3,Eco-Saver,0,4,4,No,3,"Surprise free items,Streak cashback","Courier empathy rating,Color-blind palette",Sustainability concerns,3
32,Kolkata,>100k,4,3-5/wk,128,Variety,None,None,3,3,4,Express Fresh,102,4,3,Yes,1,Streak cashback,"Larger text/UI,Color-blind palette","Confusing UI,Late deliveries",1
18,Delhi,>100k,3,1-2/wk,274,Time constraints,Vegetarian,Shellfish,3,4,4,Eco-Saver,0,3,4,Yes,2,"Carbon-offset badges,Surprise free items",Color-blind palette,Late deliveries,5
32,Lucknow,25-50k,1,1-2/wk,112,Time constraints,Vegan,"Shellfish,Peanuts",4,2,2,Express Fresh,89,4,5,No,4,"Targeted discounts,Surprise free items,Carbon-offset badges","Larger text/UI,Voice-first ordering",High fees,5
33,Hyderabad,<25k,1,<1/mo,167,Time constraints,Gluten-free,None,2,3,4,Eco-Saver,0,3,3,Yes,3,None of these,"Courier empathy rating,Voice-first ordering",None,3
32,Ahmedabad,<25k,2,1-3/mo,139,Health meals,Vegetarian,Dairy,3,4,3,Express Fresh,32,5,5,Yes,2,"Carbon-offset badges,Targeted discounts,Streak cashback",Voice-first ordering,"Limited healthy options,Cold food,Sustainability concerns",4
39,Delhi,<25k,3,1-2/wk,102,Variety,Vegetarian,None,2,4,2,Eco-Saver,0,3,3,No,4,"Carbon-offset badges,Surprise free items,Targeted discounts",Courier empathy rating,Sustainability concerns,4
18,Lucknow,25-50k,5,>5/wk,148,Variety,Calorie-controlled,None,2,3,4,Eco-Saver,0,2,5,Yes,3,None of these,Color-blind palette,Sustainability concerns,2
30,Bengaluru,50-75k,2,1-2/wk,190,Time constraints,None,None,4,4,3,Eco-Saver,0,4,4,Yes,3,"Targeted discounts,Streak cashback,Surprise free items","Voice-first ordering,Color-blind palette",Cold food,4
23,Kolkata,75-100k,4,1-2/wk,202,Convenience,High-protein,None,3,4,2,Express Fresh,75,3,3,Yes,3,None of these,"Voice-first ordering,Courier empathy rating","Limited healthy options,High fees,Late deliveries",4
35,Mumbai,>100k,5,<1/mo,169,Time constraints,Keto,None,1,5,3,Eco-Saver,0,2,4,Yes,3,"Targeted discounts,Carbon-offset badges,Streak cashback",None,Late deliveries,4
24,Delhi,<25k,5,1-3/mo,131,Convenience,Calorie-controlled,None,3,3,4,Express Fresh,3,4,3,Yes,4,Surprise free items,None,Limited healthy options,2
45,Chennai,<25k,2,<1/mo,129,Convenience,None,None,3,3,4,Eco-Saver,0,4,5,Yes,4,"Streak cashback,Targeted discounts",Courier empathy rating,None,5
25,Bengaluru,25-50k,5,1-3/mo,137,Other,None,None,2,4,5,Eco-Saver,0,4,3,Yes,3,Surprise free items,None,"Limited healthy options,Sustainability concerns",4
32,Lucknow,25-50k,3,3-5/wk,173,Variety,Keto,None,3,5,2,Express Fresh,43,3,4,Yes,4,None of these,None,Limited healthy options,5
32,Pune,25-50k,2,1-3/mo,224,Variety,Gluten-free,None,3,3,3,Eco-Saver,0,4,3,Yes,3,None of these,None,Limited healthy options,3
37,Chennai,50-75k,5,1-2/wk,214,Time constraints,None,"Peanuts,Dairy",3,4,5,Eco-Saver,0,2,3,Yes,2,"Surprise free items,Targeted discounts","Larger text/UI,Color-blind palette",Limited healthy options,3
32,Chennai,75-100k,1,>5/wk,440,Variety,Vegan,None,3,5,4,Express Fresh,76,2,2,Yes,2,"Streak cashback,Surprise free items",Larger text/UI,Late deliveries,3
18,Hyderabad,25-50k,2,1-3/mo,155,Other,Other,None,3,3,2,Eco-Saver,0,3,3,No,3,"Targeted discounts,Streak cashback",Courier empathy rating,None,2
25,Ahmedabad,50-75k,3,3-5/wk,103,Variety,Calorie-controlled,None,5,4,3,Express Fresh,104,3,1,Yes,3,"Carbon-offset badges,Surprise free items,Streak cashback",None,"Cold food,Sustainability concerns",4
43,Chennai,25-50k,2,1-2/wk,115,Convenience,None,Soy,4,4,2,Express Fresh,88,4,4,Yes,3,"Surprise free items,Targeted discounts",Color-blind palette,"Cold food,Late deliveries",5
28,Chennai,25-50k,4,1-3/mo,166,Health meals,Vegetarian,Peanuts,3,4,4,Eco-Saver,0,2,5,Yes,2,"Carbon-offset badges,Surprise free items","Voice-first ordering,Courier empathy rating","Cold food,Late deliveries,Confusing UI",4
18,Chennai,25-50k,4,1-3/mo,199,Variety,None,None,1,4,4,Eco-Saver,0,3,3,Yes,2,"Targeted discounts,Streak cashback",None,Confusing UI,2
31,Mumbai,<25k,3,1-3/mo,105,Other,None,None,3,4,5,Eco-Saver,0,4,3,Yes,4,"Targeted discounts,Carbon-offset badges,Surprise free items",Courier empathy rating,"Limited healthy options,Cold food,Confusing UI",4
20,Delhi,25-50k,5,<1/mo,175,Health meals,None,None,3,5,3,Express Fresh,83,3,3,Yes,2,"Targeted discounts,Carbon-offset badges",None,None,3
29,Chennai,50-75k,4,3-5/wk,187,Variety,Gluten-free,None,4,2,5,Express Fresh,99,3,4,No,1,"Surprise free items,Targeted discounts","Color-blind palette,Courier empathy rating","Confusing UI,High fees",4
39,Kolkata,25-50k,2,1-2/wk,137,Convenience,None,None,2,3,5,Eco-Saver,0,5,2,Yes,3,"Streak cashback,Carbon-offset badges,Targeted discounts",None,"Sustainability concerns,Confusing UI",2
31,Delhi,>100k,3,1-2/wk,179,Health meals,None,None,4,3,4,Eco-Saver,0,4,5,No,2,"Streak cashback,Carbon-offset badges","Color-blind palette,Larger text/UI","Late deliveries,Confusing UI,Cold food",4
45,Mumbai,50-75k,3,1-2/wk,119,Variety,Calorie-controlled,None,4,4,5,Express Fresh,87,4,4,Yes,3,Carbon-offset badges,"Courier empathy rating,Voice-first ordering","High fees,Limited healthy options",4
37,Lucknow,25-50k,3,1-2/wk,237,Variety,None,None,4,5,4,Eco-Saver,0,2,4,Yes,3,"Surprise free items,Carbon-offset badges","Courier empathy rating,Larger text/UI","Cold food,High fees,Limited healthy options",4
26,Lucknow,25-50k,4,1-2/wk,149,Other,None,None,3,4,5,Eco-Saver,0,4,3,No,3,"Streak cashback,Surprise free items",Courier empathy rating,Cold food,2
42,Mumbai,50-75k,5,1-2/wk,346,Other,Calorie-controlled,None,3,2,3,Depends,0,4,3,Yes,4,"Streak cashback,Carbon-offset badges",None,"Sustainability concerns,Cold food,Limited healthy options",2
20,Delhi,<25k,7,3-5/wk,101,Health meals,None,"Peanuts,Soy",1,3,5,Express Fresh,61,4,3,Yes,3,"Carbon-offset badges,Surprise free items,Targeted discounts",None,"Limited healthy options,Cold food",1
38,Pune,<25k,3,1-3/mo,201,Convenience,None,None,3,4,3,Eco-Saver,0,2,5,Yes,3,"Surprise free items,Targeted discounts,Streak cashback",Voice-first ordering,"Limited healthy options,High fees",5
53,Lucknow,25-50k,1,1-3/mo,109,Health meals,Vegan,None,4,3,4,Express Fresh,74,2,3,Yes,4,Targeted discounts,"Larger text/UI,Voice-first ordering",High fees,2
42,Kolkata,75-100k,1,1-2/wk,177,Convenience,None,None,3,3,3,Express Fresh,127,2,4,Yes,3,"Carbon-offset badges,Surprise free items",Voice-first ordering,None,3
39,Jaipur,<25k,2,1-3/mo,688,Convenience,None,"Peanuts,Dairy",3,5,3,Express Fresh,2,3,4,Yes,3,"Streak cashback,Carbon-offset badges",Larger text/UI,High fees,3
18,Delhi,75-100k,1,1-3/mo,127,Time constraints,High-protein,None,2,4,4,Depends,0,1,4,Yes,3,None of these,"Color-blind palette,Voice-first ordering","Cold food,Sustainability concerns",5
23,Mumbai,25-50k,3,3-5/wk,89,Other,High-protein,None,4,5,3,Depends,0,4,4,No,3,"Targeted discounts,Surprise free items",None,"Limited healthy options,Cold food",5
37,Delhi,<25k,2,1-3/mo,69,Convenience,Gluten-free,Shellfish,2,5,3,Express Fresh,0,4,2,No,3,"Streak cashback,Carbon-offset badges",Larger text/UI,"Confusing UI,High fees",2
26,Jaipur,50-75k,4,1-2/wk,238,Health meals,Vegetarian,None,2,3,4,Express Fresh,84,1,4,Yes,3,"Surprise free items,Streak cashback",Courier empathy rating,"Confusing UI,High fees",2
22,Delhi,75-100k,3,3-5/wk,251,Time constraints,None,None,3,4,4,Eco-Saver,0,5,4,Yes,1,None of these,Color-blind palette,High fees,4
24,Mumbai,25-50k,4,1-2/wk,141,Other,None,"Gluten,Soy",4,3,4,Express Fresh,91,2,3,Yes,4,"Carbon-offset badges,Targeted discounts",None,Sustainability concerns,2
29,Chennai,>100k,1,1-2/wk,276,Variety,None,None,2,4,4,Eco-Saver,0,4,2,Yes,1,"Carbon-offset badges,Streak cashback","Larger text/UI,Courier empathy rating","High fees,Limited healthy options,Late deliveries",3
51,Mumbai,>100k,4,1-3/mo,216,Convenience,Calorie-controlled,None,3,2,3,Express Fresh,122,4,3,No,1,None of these,"Larger text/UI,Color-blind palette",Cold food,3
34,Chennai,75-100k,3,3-5/wk,93,Time constraints,None,None,5,4,3,Depends,0,1,5,Yes,2,"Targeted discounts,Streak cashback,Surprise free items","Color-blind palette,Voice-first ordering","Cold food,High fees,Sustainability concerns",5
21,Delhi,<25k,2,<1/mo,142,Health meals,Vegetarian,None,4,3,2,Express Fresh,80,4,5,Yes,4,"Carbon-offset badges,Surprise free items",None,Cold food,5
32,Chennai,<25k,2,1-3/mo,62,Time constraints,Keto,None,3,3,1,Express Fresh,46,3,4,Yes,2,"Carbon-offset badges,Surprise free items,Streak cashback",Color-blind palette,Limited healthy options,4
37,Jaipur,50-75k,5,1-3/mo,343,Health meals,None,None,5,5,3,Express Fresh,116,3,4,Yes,5,Carbon-offset badges,"Courier empathy rating,Voice-first ordering","Sustainability concerns,High fees,Cold food",5
42,Chennai,<25k,5,1-3/mo,123,Other,None,None,5,5,4,Express Fresh,25,5,5,Yes,3,"Streak cashback,Surprise free items,Carbon-offset badges",Larger text/UI,"Confusing UI,Late deliveries,Sustainability concerns",5
21,Lucknow,50-75k,4,3-5/wk,166,Other,None,None,2,3,3,Express Fresh,105,1,4,Yes,4,None of these,"Voice-first ordering,Color-blind palette","Late deliveries,Sustainability concerns,Limited healthy options",2
42,Chennai,<25k,4,<1/mo,189,Health meals,Calorie-controlled,None,5,4,2,Eco-Saver,0,2,5,Yes,3,Streak cashback,Larger text/UI,Late deliveries,5
21,Mumbai,75-100k,1,1-2/wk,244,Health meals,Vegetarian,Dairy,1,3,2,Express Fresh,70,4,3,Yes,2,Targeted discounts,Larger text/UI,Confusing UI,3
22,Hyderabad,50-75k,8,>5/wk,126,Time constraints,Vegetarian,None,2,3,3,Depends,0,3,4,Yes,2,"Carbon-offset badges,Streak cashback",None,"Late deliveries,Confusing UI",2
29,Kolkata,50-75k,2,<1/mo,191,Time constraints,Calorie-controlled,None,5,2,5,Express Fresh,73,1,4,Yes,2,Carbon-offset badges,None,"Sustainability concerns,Limited healthy options,Late deliveries",5
28,Lucknow,50-75k,2,3-5/wk,71,Variety,Vegetarian,"Peanuts,Soy",4,4,4,Eco-Saver,0,3,4,Yes,5,Targeted discounts,Voice-first ordering,Confusing UI,4
28,Kolkata,25-50k,2,1-2/wk,215,Health meals,Vegetarian,"Gluten,Shellfish",4,2,3,Eco-Saver,0,4,4,Yes,3,"Targeted discounts,Surprise free items",None,"Sustainability concerns,Limited healthy options,Cold food",4
25,Lucknow,50-75k,5,1-2/wk,107,Time constraints,None,None,4,3,5,Express Fresh,72,2,4,Yes,4,"Targeted discounts,Carbon-offset badges,Surprise free items",None,"Cold food,Sustainability concerns",4
19,Ahmedabad,50-75k,4,3-5/wk,210,Other,None,None,3,3,4,Express Fresh,76,4,1,No,3,"Surprise free items,Streak cashback",Color-blind palette,Limited healthy options,2
23,Bengaluru,50-75k,3,1-2/wk,260,Health meals,Vegetarian,None,2,2,5,Express Fresh,74,3,3,Yes,4,Targeted discounts,Color-blind palette,"Limited healthy options,Sustainability concerns",1
27,Pune,25-50k,1,1-2/wk,137,Convenience,Calorie-controlled,"Shellfish,Dairy",2,4,2,Express Fresh,75,4,4,No,3,Streak cashback,None,"High fees,Late deliveries",5
31,Jaipur,>100k,3,1-2/wk,185,Health meals,Vegan,None,5,5,3,Depends,0,4,2,Yes,2,Targeted discounts,"Voice-first ordering,Larger text/UI",Limited healthy options,4
18,Ahmedabad,<25k,1,1-3/mo,80,Other,High-protein,None,5,4,3,Eco-Saver,0,2,4,No,5,"Carbon-offset badges,Surprise free items",Courier empathy rating,Late deliveries,5
18,Pune,25-50k,2,3-5/wk,95,Time constraints,None,None,2,4,3,Depends,0,3,3,Yes,2,None of these,"Voice-first ordering,Color-blind palette",Cold food,3
38,Hyderabad,>100k,8,1-3/mo,171,Other,None,None,4,3,3,Eco-Saver,0,2,3,No,3,Targeted discounts,"Courier empathy rating,Larger text/UI","Sustainability concerns,High fees,Late deliveries",4
23,Bengaluru,50-75k,3,1-3/mo,165,Convenience,Calorie-controlled,"Shellfish,Peanuts",3,2,3,Express Fresh,90,5,4,Yes,2,"Streak cashback,Targeted discounts,Carbon-offset badges",None,High fees,4
27,Jaipur,<25k,5,<1/mo,172,Other,Vegan,None,1,3,4,Express Fresh,40,4,3,Yes,4,"Targeted discounts,Carbon-offset badges,Streak cashback",None,Confusing UI,3
34,Delhi,>100k,6,3-5/wk,217,Time constraints,Vegetarian,None,2,4,5,Eco-Saver,0,4,3,Yes,4,"Targeted discounts,Carbon-offset badges,Streak cashback",Voice-first ordering,"Cold food,Confusing UI",4
34,Ahmedabad,>100k,3,<1/mo,185,Other,High-protein,None,3,4,4,Eco-Saver,0,4,5,Yes,4,Streak cashback,Courier empathy rating,"Late deliveries,High fees",4
18,Pune,75-100k,4,<1/mo,375,Health meals,Other,None,3,3,5,Depends,0,3,3,Yes,3,"Streak cashback,Surprise free items,Targeted discounts",Courier empathy rating,"Sustainability concerns,Confusing UI,High fees",3
22,Pune,<25k,4,1-3/mo,100,Variety,High-protein,"Soy,Dairy",3,4,4,Eco-Saver,0,4,5,Yes,3,"Targeted discounts,Surprise free items,Streak cashback",Voice-first ordering,"Late deliveries,Limited healthy options",5
31,Hyderabad,25-50k,1,1-3/mo,282,Health meals,Vegan,None,4,3,4,Express Fresh,118,3,3,Yes,3,Streak cashback,"Voice-first ordering,Larger text/UI","Confusing UI,Sustainability concerns,Limited healthy options",4
31,Ahmedabad,<25k,6,3-5/wk,135,Health meals,None,None,3,3,4,Express Fresh,50,1,3,Yes,3,"Surprise free items,Targeted discounts,Streak cashback",Courier empathy rating,"Limited healthy options,Cold food,High fees",3
19,Mumbai,75-100k,3,<1/mo,222,Time constraints,Gluten-free,None,4,4,3,Eco-Saver,0,4,3,No,3,None of these,Courier empathy rating,Limited healthy options,4
39,Jaipur,50-75k,2,1-2/wk,241,Variety,Vegetarian,None,2,4,4,Express Fresh,46,4,4,Yes,4,"Streak cashback,Surprise free items,Carbon-offset badges",None,"Late deliveries,Confusing UI",5
18,Chennai,50-75k,6,1-2/wk,205,Health meals,Calorie-controlled,"Gluten,Dairy",3,1,4,Express Fresh,46,1,3,Yes,1,"Targeted discounts,Carbon-offset badges","Color-blind palette,Voice-first ordering","Limited healthy options,Cold food",2
21,Chennai,25-50k,5,1-2/wk,141,Other,Calorie-controlled,None,4,3,4,Depends,0,3,3,No,3,"Carbon-offset badges,Streak cashback",None,"High fees,Late deliveries,Confusing UI",3
39,Hyderabad,25-50k,2,<1/mo,205,Convenience,High-protein,None,3,3,3,Express Fresh,49,2,4,Yes,4,None of these,Voice-first ordering,"High fees,Limited healthy options,Sustainability concerns",3
24,Chennai,50-75k,1,1-2/wk,83,Convenience,Vegan,Gluten,4,3,4,Eco-Saver,0,3,3,Yes,3,Targeted discounts,None,Cold food,3
29,Delhi,25-50k,4,>5/wk,87,Convenience,Keto,None,4,2,4,Eco-Saver,0,3,3,No,1,"Targeted discounts,Carbon-offset badges,Streak cashback","Courier empathy rating,Color-blind palette","Confusing UI,Sustainability concerns,Limited healthy options",2
35,Delhi,25-50k,4,1-2/wk,169,Health meals,Vegetarian,None,2,3,5,Express Fresh,36,1,2,Yes,3,"Targeted discounts,Carbon-offset badges",None,Late deliveries,1
36,Delhi,<25k,1,1-2/wk,117,Convenience,High-protein,None,3,4,5,Eco-Saver,0,3,3,Yes,4,"Surprise free items,Carbon-offset badges",Voice-first ordering,"Confusing UI,Sustainability concerns",3
33,Mumbai,75-100k,2,>5/wk,257,Other,Calorie-controlled,Gluten,2,3,3,Depends,0,3,3,Yes,4,Carbon-offset badges,"Voice-first ordering,Larger text/UI","Limited healthy options,Sustainability concerns,Late deliveries",2
20,Delhi,25-50k,7,1-2/wk,157,Time constraints,Calorie-controlled,"Shellfish,Dairy",2,4,3,Eco-Saver,0,1,3,No,3,"Streak cashback,Surprise free items,Carbon-offset badges",None,"Cold food,Sustainability concerns,High fees",4
18,Kolkata,25-50k,3,<1/mo,177,Time constraints,None,None,3,4,3,Express Fresh,83,3,3,Yes,3,"Surprise free items,Streak cashback,Carbon-offset badges",Larger text/UI,"Late deliveries,Cold food,Limited healthy options",4
23,Kolkata,25-50k,3,1-2/wk,126,Other,Vegan,None,3,2,5,Eco-Saver,0,4,3,No,3,Surprise free items,"Courier empathy rating,Larger text/UI","Limited healthy options,Late deliveries",1
38,Ahmedabad,<25k,2,<1/mo,83,Other,None,Gluten,4,3,2,Express Fresh,52,1,3,Yes,3,"Surprise free items,Targeted discounts,Streak cashback",Larger text/UI,"Limited healthy options,Late deliveries,Cold food",2
31,Hyderabad,25-50k,5,<1/mo,205,Variety,Calorie-controlled,Gluten,3,5,4,Eco-Saver,0,2,3,Yes,3,Targeted discounts,"Courier empathy rating,Larger text/UI",Confusing UI,4
35,Bengaluru,75-100k,8,3-5/wk,92,Time constraints,Vegan,None,3,3,4,Express Fresh,133,3,4,Yes,2,Carbon-offset badges,"Color-blind palette,Larger text/UI","High fees,Limited healthy options",4
37,Mumbai,25-50k,5,3-5/wk,134,Time constraints,Calorie-controlled,None,3,4,4,Eco-Saver,0,4,3,Yes,2,"Streak cashback,Carbon-offset badges,Surprise free items",Larger text/UI,"Limited healthy options,High fees,Cold food",4
18,Pune,25-50k,3,1-2/wk,188,Variety,Vegan,Soy,3,2,4,Eco-Saver,0,4,5,Yes,3,Surprise free items,"Color-blind palette,Courier empathy rating","Sustainability concerns,Limited healthy options",2
39,Lucknow,<25k,2,3-5/wk,93,Variety,Vegetarian,None,2,5,3,Depends,0,3,3,No,3,"Streak cashback,Carbon-offset badges,Surprise free items",None,High fees,4
43,Ahmedabad,>100k,1,1-3/mo,118,Convenience,None,"Soy,Gluten",4,2,4,Express Fresh,66,3,4,No,4,Targeted discounts,Larger text/UI,"Confusing UI,Sustainability concerns",5
23,Kolkata,>100k,4,<1/mo,152,Convenience,Vegetarian,None,3,4,4,Depends,0,4,4,Yes,2,"Streak cashback,Surprise free items,Targeted discounts","Courier empathy rating,Color-blind palette",Cold food,3
23,Delhi,25-50k,2,3-5/wk,202,Other,None,"Soy,Gluten",2,4,1,Eco-Saver,0,5,3,Yes,2,Targeted discounts,Courier empathy rating,"Sustainability concerns,Limited healthy options",3
18,Hyderabad,50-75k,2,1-3/mo,316,Variety,High-protein,Dairy,1,4,4,Eco-Saver,0,2,4,Yes,4,"Surprise free items,Targeted discounts","Color-blind palette,Courier empathy rating","Cold food,Limited healthy options",3
41,Kolkata,<25k,1,1-3/mo,129,Other,Vegetarian,None,5,4,4,Eco-Saver,0,3,4,Yes,3,"Carbon-offset badges,Targeted discounts","Courier empathy rating,Color-blind palette",Limited healthy options,4
21,Pune,>100k,1,3-5/wk,336,Convenience,Calorie-controlled,Shellfish,4,4,3,Express Fresh,161,3,3,Yes,5,"Carbon-offset badges,Surprise free items,Streak cashback","Voice-first ordering,Larger text/UI","Sustainability concerns,Confusing UI,Late deliveries",5
26,Delhi,<25k,1,1-3/mo,71,Health meals,Vegetarian,Peanuts,2,4,4,Express Fresh,16,3,4,Yes,3,"Streak cashback,Surprise free items,Carbon-offset badges","Larger text/UI,Color-blind palette","Confusing UI,Late deliveries",4
27,Chennai,50-75k,2,1-2/wk,135,Health meals,Calorie-controlled,None,3,2,4,Eco-Saver,0,3,3,Yes,4,"Carbon-offset badges,Streak cashback",None,Limited healthy options,2
31,Chennai,<25k,4,3-5/wk,108,Other,High-protein,None,3,5,4,Express Fresh,70,2,5,Yes,3,"Targeted discounts,Carbon-offset badges","Voice-first ordering,Larger text/UI","Cold food,Confusing UI,Sustainability concerns",3
37,Chennai,50-75k,8,1-2/wk,139,Health meals,Gluten-free,None,5,4,4,Express Fresh,43,3,2,Yes,3,Carbon-offset badges,Color-blind palette,"Limited healthy options,Sustainability concerns",3
18,Chennai,25-50k,5,1-3/mo,164,Convenience,None,"Shellfish,Dairy",5,3,3,Express Fresh,76,3,4,Yes,2,Surprise free items,"Voice-first ordering,Larger text/UI",Late deliveries,5
